text,label
Who else thinks that MTV is destroying the music industry ?,Entertainment & Music
girls: do you get aroused with romantic language?,Family & Relationships
Can i have a router as a hotspot and not have a broadband isp??,Computers & Internet
How can I lose 5-10 pounds in two weeks but stay healthy?,Health
About DV (Diversity Visa lottery)?,Business & Finance
what is the best way to fight a cold?,Health
whats the average mass of one atom of potassium and how did you get it?,Science & Mathematics
what is an electronic ink?,Computers & Internet
how many protons and newtrons are in magnesium?,Education & Reference
Question on graphics in C/C++?,Computers & Internet
I HAVE A CRUSH ON MY BESTFRIEND WHAT SHOULD IN DO? IT'S A GIRL?,Family & Relationships
"Please define the term ""the Primal Scream""?",Society & Culture
Where is the best MSW (masters of social work) program in the US?,Education & Reference
is kelly clarkson better than Mariah carey?,Entertainment & Music
Is Usher really gay?,Entertainment & Music
do someone actually saw a ghost?,Science & Mathematics
Basketball trivia. Who is the only Knicks player to win an MVP award?,Sports
"is { ( -2, 0), ( -1, 3) , (0,-2), (3,-1)} a function?",Science & Mathematics
how do you get what you want?,Family & Relationships
I can't control my dreams. I can't dream of what I would like to. Why?,Society & Culture
How much would it cost me to get LAP Band surgery without insurance?,Health
why dose my yahoo keep signing off and then back on?,Computers & Internet
what is chlymidia?,Health
Is there any effective home remedy for skin tags?,Health
What is the most common blood type? Rarest?,Science & Mathematics
do you believe in the 'da vinci' theory?,Society & Culture
Will Iraq be annexed by Iran?,Politics & Government
A wave with a frequency of 10 Hz moves 360 m/s?,Science & Mathematics
Is paper or plastic better?,Business & Finance
How do you know if your answers are being blocked and why?,Business & Finance
"Does God have any 1-800 phone number, if yes what’s that number?",Business & Finance
What are your turn ons?,Family & Relationships
"How can we be sure that our perception of space,time and light r real since we evolved over(c dtls)?",Science & Mathematics
How do I become a loan officer in wisconsin?,Business & Finance
"an ice after theaccumulation of heat melts, what will you do to delay the melting of an ice?",Science & Mathematics
How does it make you feel when you see that the american flag has been lowered?,Politics & Government
Do killer bees make honey?,Science & Mathematics
can mac os be used on a pc?,Computers & Internet
"If a girl says I'm not interested emotionally, but likes to spend lots of time with you- what does this mean?",Family & Relationships
How does a lightsaber work?,Science & Mathematics
"Considering that Iran  threatened  Israel to wipe it from map, should Israel bring about a preemptive attack ?",Politics & Government
Shouldnt this thing be named as Yahoo! Questions instead of answers?,Computers & Internet
How many other people are aquarius's out there??,Entertainment & Music
Who is Carmen Sandiego or whatever?,Education & Reference
who killed JFK?,Politics & Government
Why do men cheat on women?,Family & Relationships
Has anyone heard of Mayday?,Entertainment & Music
What are black holes made of?,Science & Mathematics
song 1950s come ona myhouse my housa come on     singer ?,Business & Finance
James T Kirk or TJ Hooker?,Entertainment & Music
who are the 10 richest people in the world?,Business & Finance
HOW CAN U TELL IF YOUR MATE REALLY LOVES YOU OR IF THEY'RE JUST TELLING YOU WHAT THEY THINK YOU WANT TO HEAR?,Business & Finance
What is the best way to raise funding for an internet startup?,Business & Finance
"Why are republicans generally against birth control, against wellfare, but supportive of the death penalty?",Politics & Government
"How do I find my ""Turbo Tax for the Web"" 2004 form that I filed last year? It was in mnicholas1@cox.net email.",Computers & Internet
where can i find large scale maps of spain to download for free.?,Computers & Internet
what is the formula for aerobic respiration?,Science & Mathematics
what's the effect when we take a night shower?,Health
Im going to visit my mom tomorrow and i'm a littel nervouse....should I be?,Business & Finance
ANYONE KNOW WHAT A YOUNG MARRIED CHRISTAIN COUPLE CAN DO FOR NEW YEARS??,Society & Culture
why woman bath so long?,Business & Finance
microsoft disk?,Computers & Internet
"How do you pronounce the word ""gomer""?",Education & Reference
Is there any way to advertise and sell stock to accredited investors without public registration?,Business & Finance
What are the duties of an Administrative Asst.?,Business & Finance
wholesale lenders that give 100% LTV with a 560 FICO?,Business & Finance
"I have no rhythm and do not do well when its my turn to be ""on the top""?",Family & Relationships
free hall rental in detroit mi to have a party.?,Entertainment & Music
what is an EP?,Entertainment & Music
What is the diffrece between asprine and couted asprine?,Education & Reference
"if you had three wishes, what would they be?",Business & Finance
What is the best way to become a vegetarian?,Health
Is Sylvia Browne a quack?,Business & Finance
Who is the new James Bond?,Entertainment & Music
which country is best one for liveing ?,Society & Culture
"Where the Latin letters , come from ?",Society & Culture
where would i find a site to start a free web page that can hold mp3s?,Computers & Internet
which mini audio system do you recomend me under 100$?,Business & Finance
Why did Bush go AWOL from his guard duty during the Vietnam war?,Politics & Government
what is life hacking?,Education & Reference
Why do some people think London and England are the same place?,Science & Mathematics
How do you use a Nikon F5 camera?,Business & Finance
What is on top of your Christmas Tree?,Society & Culture
"when I try to download microsoft's updates,nothing happens?",Computers & Internet
on here how do you get a picture??,Business & Finance
buffalo bill's name?,Society & Culture
what state lies on the pacific coast?,Business & Finance
Why is it easier for me to run than to try to stay and work out a problem?,Family & Relationships
As a single mom of 2 who works full time and has no help at home. What is the best way for me to meet a man?,Family & Relationships
item in My Documents says Application-delete or uninstall?,Computers & Internet
ETF's or Mutual Funds?,Business & Finance
looking for your christmas card site?,Business & Finance
what is broadband penetration in the U.S.?,Computers & Internet
Whats the answer to 7 11/12 - 3 5/8?,Education & Reference
does King Kong show US Army as ruthless killers?,Entertainment & Music
Is Taiwan a country?,Politics & Government
ind major stockholders in privately held companies?,Business & Finance
